,init_node,term_node,capacity,length,free_flow_time,b,power,speed,toll,link_type,from,to,volume,cost
932,531,573,3500,0.7446,3.42,0.15,4,0,0,1,531,573,1183.030000000006,3.4564801969572025
933,531,574,3500,2.24957,2.95,0.15,4,0,0,1,531,574,2869.962746343452,3.2400362913910614
934,532,531,6500,1.403,1.65,0.15,4,0,0,2,532,531,8558.840074992382,2.450134539706735
935,532,533,6500,1.22152,1.51,0.15,4,0,0,2,532,533,8740.827330015032,2.299531123550125
936,532,569,5000,1.45508,2.95,0.15,4,0,0,1,532,569,4943.72478938647,3.4311155836864806
937,532,574,5000,1.70909,2.23,0.15,4,0,0,1,532,574,1700.133287885139,2.302835045973588
938,533,498,6500,1.2276,1.61,0.15,4,0,0,2,533,498,7454.397235861528,2.076851478095507
939,533,532,6500,1.22152,1.51,0.15,4,0,0,2,533,532,7402.072510934056,1.9397758397544849
940,533,568,5000,1.4892,1.26,0.15,4,0,0,1,533,568,4066.3772536564934,1.4022502823409262
941,533,569,5000,0.854,2.98,0.15,4,0,0,1,533,569,1447.66614610306,3.017301240438638
942,534,515,3500,1.49543,1.61,0.15,4,0,0,2,534,515,2657.140000000021,1.7500409033894035
943,534,543,3500,2.95646,3.31,0.15,4,0,0,2,534,543,3583.389999999992,3.973794362272777
944,534,933,3500,6.10762,5.96,0.15,4,0,0,2,534,933,5468.0,11.53003749617928
945,535,438,6500,7.09097,8.17,0.15,4,0,0,2,535,438,6041.927267079904,9.368514011753312
946,535,486,6500,0.25151,0.29,0.15,4,0,0,2,535,486,10095.925038163085,0.5532350973893859
947,535,487,6500,3.49621,4.12,0.15,4,0,0,2,535,487,4441.460000000369,4.39457025972006
948,536,438,5000,1.85925,2.11,0.15,4,0,0,2,536,438,7248.139088265226,3.582024321270824
949,536,537,5000,2.94826,3.23,0.15,4,0,0,2,536,537,4936.319558542097,3.808215408430884
950,536,615,2000,1.74784,1.52,0.15,4,0,0,1,536,615,1815.706566888126,1.744794378001267
951,537,399,5000,3.93438,4.28,0.15,4,0,0,2,537,399,4619.194690910641,4.905024275628136
952,537,536,5000,2.94826,3.23,0.15,4,0,0,2,537,536,6270.7950507504875,4.5466129736849
953,537,608,5500,2.693,3.31,0.15,4,0,0,1,537,608,2072.881853464605,3.427737669359608
954,537,610,5500,0.62208,0.81,0.15,4,0,0,1,537,610,9081.279199634648,1.7379370161049874
955,538,409,5000,1.40829,1.47,0.15,4,0,0,2,538,409,7208.715766699789,2.479040417057504
956,538,474,5000,2.99149,3.32,0.15,4,0,0,2,538,474,2347.720000000372,3.463866240709557
957,538,699,8000,0.71138,0.45,0.15,4,0,0,1,538,699,5988.856986274754,0.4996544059449345
958,538,704,8000,3.37435,4.18,0.15,4,0,0,1,538,704,3997.717114139705,4.354072115966832
959,539,409,5000,2.55473,2.86,0.15,4,0,0,2,539,409,3017.510000000075,3.019097045913015
960,539,483,5000,3.07733,3.33,0.15,4,0,0,2,539,483,6584.971058163486,4.955788601144399
961,539,694,5000,1.15095,0.62,0.15,4,0,0,1,539,694,7348.498051287469,1.0999456076052412
962,539,704,5000,2.14196,4.88,0.15,4,0,0,1,539,704,1831.0699999999345,4.978844309114441
963,540,438,3500,1.50659,1.68,0.15,4,0,0,2,540,438,1580.2831721438488,1.750736525769355
964,540,583,3000,0.7421,0.56,0.15,4,0,0,1,540,583,7136.809999999969,3.280046536342502
965,540,622,3000,2.046,1.75,0.15,4,0,0,1,540,622,1514.4042023915026,1.8488855694015696
966,541,526,3500,0.43988,0.44,0.15,4,0,0,2,541,526,2674.900000000001,0.4801117558442604
967,541,582,2500,2.91335,5.76,0.15,4,0,0,1,541,582,1157.8865713508712,5.9162913818157135
968,541,902,2500,3.77264,8.02,0.15,4,0,0,1,541,902,987.0199999999747,8.200134293566197
969,542,527,3500,0.61304,0.65,0.15,4,0,0,2,542,527,774.2167666812383,0.6747550440061144
970,542,902,10500,2.16614,4.21,0.15,4,0,0,1,542,902,5991.300000000002,4.363587868313479
971,542,903,10500,4.21298,6.14,0.15,4,0,0,1,542,903,3373.529999999999,6.318333079931175
972,543,527,3500,3.66203,3.97,0.15,4,0,0,2,543,527,4469.663233318803,5.700312051105457
973,543,534,3500,2.95646,3.31,0.15,4,0,0,2,543,534,3021.790006817784,3.704128224104088
974,543,903,3500,0.90683,1.4,0.15,4,0,0,2,543,903,739.6800000000221,1.4366921118268852
975,544,515,3500,0.305,0.29,0.15,4,0,0,2,544,515,1205.0700000000215,0.3028113165861556
976,544,903,5000,3.28268,5.39,0.15,4,0,0,1,544,903,1694.3099999999977,5.531967550973176
977,544,904,5000,2.51953,3.25,0.15,4,0,0,1,544,904,1990.0500000000172,3.363014695187579
978,545,523,5000,0.061,0.12,0.15,4,0,0,2,545,523,5558.807138064243,0.1499391274501644
979,545,524,5000,3.715,4.42,0.15,4,0,0,2,545,524,2652.2000000000626,4.621087827076072
980,545,577,4000,1.83508,3.61,0.15,4,0,0,1,545,577,3386.8904168992885,3.961735159178996
981,545,580,4000,1.10476,1.5,0.15,4,0,0,1,545,580,3743.035422739631,1.7167099439221385
982,546,526,3500,2.93815,3.23,0.15,4,0,0,2,546,526,1213.899652279848,3.354536560669561
983,546,527,3500,3.24678,4.24,0.15,4,0,0,2,546,527,0.0,4.3698712
985,547,548,3000,1.33783,3.26,0.15,4,0,0,1,547,548,2097.5227586484175,3.4303690791628125
986,547,549,4500,2.38213,4.89,0.15,4,0,0,1,547,549,4620.836102544316,5.800800891677833
987,547,621,5500,1.58365,2.89,0.15,4,0,0,1,547,621,3542.457241351578,3.0279490892004413
989,548,547,3000,1.33783,3.26,0.15,4,0,0,1,548,547,1714.758043232221,3.3657089611103084
990,548,550,7000,2.728,5.81,0.15,4,0,0,1,548,550,3556.660000000018,5.977202410784752
991,548,552,3000,2.43542,4.49,0.15,4,0,0,1,548,552,2359.699999999953,4.845214923203646
992,548,618,7500,1.95295,3.52,0.15,4,0,0,1,548,618,3991.432477706039,3.640472934663728
994,549,547,4500,2.38213,4.89,0.15,4,0,0,1,549,547,3836.840000000048,5.372939690725543
995,549,550,5000,1.57423,3.28,0.15,4,0,0,1,549,550,3759.4500000000185,3.500216188943204
996,549,551,15500,3.1104,4.21,0.15,4,0,0,1,549,551,7797.12610254428,4.37485354623904
998,550,548,7000,2.728,5.81,0.15,4,0,0,1,550,548,2828.0497190576134,5.942337924409917
999,550,549,5000,1.57423,3.28,0.15,4,0,0,1,550,549,3536.9499999999757,3.466166380114303
1000,550,551,7000,2.85204,5.18,0.15,4,0,0,1,550,551,5992.772125994721,5.711469557795528
1001,550,552,2000,3.26564,7.77,0.15,4,0,0,1,550,552,1791.9593086820532,8.651737892519865
1002,550,553,3500,1.84619,3.92,0.15,4,0,0,1,550,553,3133.2817404638768,4.3715092966848905
1003,550,560,3500,2.61945,5.4,0.15,4,0,0,1,550,560,3187.767874005287,6.0621685477274765
1005,551,495,7000,3.26962,4.69,0.15,4,0,0,1,551,495,3133.649231796451,4.84903837892195
1006,551,549,15500,3.1104,4.21,0.15,4,0,0,1,551,549,4966.130000000056,4.3410705531534335
1007,551,550,7000,2.85204,5.18,0.15,4,0,0,1,551,550,4069.7856398984222,5.382861571030372
1008,551,563,20000,2.22043,3.08,0.15,4,0,0,1,551,563,19526.46822853901,3.5885924117647607
1010,552,435,4500,1.30973,0.89,0.15,4,0,0,1,552,435,5704.168884221501,1.2870569996438963
1011,552,548,3000,2.43542,4.49,0.15,4,0,0,1,552,548,1800.9299999999712,4.674882930090592
1012,552,550,2000,3.26564,7.77,0.15,4,0,0,1,552,550,1620.2300000000032,8.402620115401795
1013,552,553,8500,2.2112,4.56,0.15,4,0,0,1,552,553,4601.611103567753,4.707199647310748
1014,552,618,5000,2.65122,4.34,0.15,4,0,0,1,552,618,4221.460000000079,4.776838276900971
1015,552,619,9500,3.08699,4.8,0.15,4,0,0,1,552,619,3167.012603508243,4.932372373728553
1017,553,496,6000,1.46907,1.3,0.15,4,0,0,1,553,496,5311.723856305485,1.4785392855359962
1018,553,550,3500,1.84619,3.92,0.15,4,0,0,1,553,550,3108.8400024701696,4.359862389894366
1019,553,552,8500,2.2112,4.56,0.15,4,0,0,1,553,552,4897.656228705651,4.723841445662861
1020,553,560,7500,2.16185,3.97,0.15,4,0,0,1,553,560,5188.96036374267,4.192919157043631
1022,554,435,4500,1.76057,3.93,0.15,4,0,0,1,554,435,3529.0000753198183,4.223389714953796
1023,554,437,4000,1.037,0.62,0.15,4,0,0,1,554,437,5150.102277317514,0.9170479555907404
1024,554,614,3500,3.02427,5.04,0.15,4,0,0,1,554,614,3392.7328044368987,5.82846615854526
1025,554,619,2500,2.7987,4.97,0.15,4,0,0,1,554,619,2750.664313175461,6.174489606983556
1026,554,622,2000,3.73248,5.79,0.15,4,0,0,1,554,622,2344.248308779657,7.578621269297842
1027,554,625,7000,1.84418,3.39,0.15,4,0,0,1,554,625,5158.899999999993,3.6137796263742574
1029,555,556,7500,3.06339,6.36,0.15,4,0,0,1,555,556,3356.6886579242782,6.520813452587634
1030,555,622,4500,3.13542,4.89,0.15,4,0,0,1,555,622,4729.326004466166,5.910260266129479
1031,555,624,5500,1.6116,2.68,0.15,4,0,0,1,555,624,7227.781808376683,3.9433984233782553
1032,555,625,13500,1.10476,1.58,0.15,4,0,0,1,555,625,4862.449655168275,1.628179121765891
1034,556,437,4000,3.32156,7.18,0.15,4,0,0,1,556,437,2192.753972225699,7.410122645990282
1035,556,496,6000,0.9836,3.71,0.15,4,0,0,1,556,496,5690.5900143272665,4.199630946153998
1036,556,555,7500,3.06339,6.36,0.15,4,0,0,1,556,555,4878.767812842809,6.653357646643753
1037,556,557,6500,2.86959,5.92,0.15,4,0,0,1,556,557,5925.480000000018,6.648056375202991
1038,556,560,4500,2.63362,5.63,0.15,4,0,0,1,556,560,4891.142219008929,6.914010817661647
1039,556,624,1000,3.85219,9.28,0.15,4,0,0,1,556,624,955.9917952223695,10.596756070022
1041,557,490,5000,2.43542,3.59,0.15,4,0,0,1,557,490,2744.2500000000286,3.736282078893407
1042,557,556,6500,2.86959,5.92,0.15,4,0,0,1,557,556,6232.423698866893,6.785347064838735
1043,557,558,5000,1.86624,3.99,0.15,4,0,0,1,557,558,5246.834190427893,4.790376961195026
1044,557,559,5500,2.69645,5.64,0.15,4,0,0,1,557,559,4210.920000000013,6.038546310500252
1045,557,624,2000,4.44966,9.25,0.15,4,0,0,1,557,624,1486.3299999999872,9.851214002052478
1046,557,630,8500,1.71778,3.75,0.15,4,0,0,1,557,630,4267.2300000000105,3.85444103661518
1048,558,491,6500,2.34672,3.2,0.15,4,0,0,1,558,491,3830.5000000000073,3.3517596168396615
1049,558,557,5000,1.86624,3.99,0.15,4,0,0,1,558,557,3934.839999999997,4.294207608172613
1050,558,560,4000,1.98695,4.03,0.15,4,0,0,1,558,560,5423.211408123054,6.1520740031914185
1051,558,561,10000,2.32121,4.26,0.15,4,0,0,1,558,561,5386.764192898088,4.406652171121912
1053,559,491,6500,0.73707,0.6,0.15,4,0,0,1,559,491,8746.995938411994,0.9246205637552052
1054,559,557,5500,2.69645,5.64,0.15,4,0,0,1,559,557,3145.733580290929,5.838391093143977
1055,559,562,12000,2.63432,5.66,0.15,4,0,0,1,559,562,3804.131688733687,5.7739472224451855
1056,559,566,7500,2.13848,4.58,0.15,4,0,0,1,559,566,3870.509184995433,4.7142678178490005
1057,559,631,5000,3.26564,6.1,0.15,4,0,0,1,559,631,1244.1059926276575,6.234132881340854
1059,560,495,7000,0.61304,0.94,0.15,4,0,0,1,560,495,6992.315230563145,1.1049034460166127
1060,560,550,3500,2.61945,5.4,0.15,4,0,0,1,560,550,2887.505125834912,5.880013480837892
1061,560,553,7500,2.16185,3.97,0.15,4,0,0,1,560,553,4116.720000000023,4.110529766452996
1062,560,556,4500,2.63362,5.63,0.15,4,0,0,1,560,556,4145.598451995385,6.343617790548192
1063,560,558,4000,1.98695,4.03,0.15,4,0,0,1,560,558,5209.719999999979,5.848935690757592
1064,560,561,11000,2.45899,4.38,0.15,4,0,0,1,560,561,6525.71150848188,4.5597374310529615
1066,561,492,9000,2.19685,3.09,0.15,4,0,0,1,561,492,7214.911208439044,3.369301207367261
1067,561,494,10000,0.67377,1.0,0.15,4,0,0,1,561,494,7408.904492940963,1.0721475539412346
1068,561,558,10000,2.32121,4.26,0.15,4,0,0,1,561,558,2793.99688678846,4.356742476953178
1069,561,560,11000,2.45899,4.38,0.15,4,0,0,1,561,560,3560.7899999999863,4.485573665404162
1071,562,492,9000,0.73707,0.49,0.15,4,0,0,1,562,492,7476.1205192999905,0.55447912787171
1072,562,493,14500,0.57547,1.26,0.15,4,0,0,1,562,493,7567.851688733651,1.2970430693664103
1073,562,559,12000,2.63432,5.66,0.15,4,0,0,1,562,559,0.0,5.7653728
1074,562,563,500,2.37587,5.61,0.15,4,0,0,1,562,563,0.0,5.7050348
1075,562,567,12000,1.46907,3.21,0.15,4,0,0,1,562,567,6976.328641387241,3.323764869689173
1077,563,494,10000,2.20446,2.33,0.15,4,0,0,1,563,494,6093.893992638747,2.4663761495379246
1078,563,551,20000,2.22043,3.08,0.15,4,0,0,1,563,551,12461.36487169491,3.238445283698052
1079,563,562,500,2.37587,5.61,0.15,4,0,0,1,563,562,0.0,5.7050348
1080,563,564,24000,1.50906,2.14,0.15,4,0,0,1,563,564,18319.57089846473,2.3093359886966804
1082,564,493,14500,1.82797,1.37,0.15,4,0,0,1,564,493,14721.353286281308,1.6614575188971177
1083,564,563,24000,1.50906,2.14,0.15,4,0,0,1,564,563,20096.934671435483,2.3581886903178164
1084,564,565,14000,1.48419,2.16,0.15,4,0,0,1,564,565,11100.788664488828,2.3474378349433365
1086,565,564,14000,1.48419,2.16,0.15,4,0,0,1,565,564,19236.507070188527,3.37424992138946
1087,565,568,12000,1.53594,2.08,0.15,4,0,0,1,565,568,8468.592790043534,2.2188257761602648
1088,565,569,6500,3.039,6.55,0.15,4,0,0,1,565,569,997.0458744453208,6.67210392584582
1090,566,500,4500,1.54319,1.82,0.15,4,0,0,1,566,500,4875.152920623645,2.2577948926698883
1091,566,559,7500,2.13848,4.58,0.15,4,0,0,1,566,559,4680.664471584118,4.76975695766911
1092,566,567,5000,2.5489,5.43,0.15,4,0,0,1,566,567,2717.6743851852443,5.603044729981882
1093,566,631,2000,2.89027,7.28,0.15,4,0,0,1,566,631,816.4599999999919,7.425938697685802
1095,567,499,12500,1.525,1.56,0.15,4,0,0,1,567,499,6190.573026572492,1.6350766466679922
1096,567,562,12000,1.46907,3.21,0.15,4,0,0,1,567,562,12165.520519299978,3.777383568320265
1097,567,566,5000,2.5489,5.43,0.15,4,0,0,1,567,566,1074.3400000000038,5.533692113260762
1099,568,533,5000,1.4892,1.26,0.15,4,0,0,1,568,533,4429.463305606165,1.435976909246917
1100,568,565,12000,1.53594,2.08,0.15,4,0,0,1,568,565,15104.267173473694,2.9245574749968197
1101,568,574,17500,2.05779,3.08,0.15,4,0,0,1,568,574,4893.746643940409,3.165136842346389
1103,569,499,12500,1.04948,2.32,0.15,4,0,0,1,569,499,9468.857337759524,2.476564652779581
1104,569,532,5000,1.45508,2.95,0.15,4,0,0,1,569,532,2856.9008519434647,3.055367558512052
1105,569,533,5000,0.854,2.98,0.15,4,0,0,1,569,533,890.1000000000057,3.0146089342191567
1106,569,565,6500,3.039,6.55,0.15,4,0,0,1,569,565,4954.989896714826,7.003340017438351
1107,569,570,9000,2.64067,5.59,0.15,4,0,0,1,569,570,1508.5520606572827,5.696288672350378
1108,569,572,3500,3.7185,7.9,0.15,4,0,0,1,569,572,2429.061719188357,8.323656225187657
1109,569,573,6000,3.05549,5.09,0.15,4,0,0,1,569,573,1467.3300000000236,5.214950559298054
1111,570,500,4500,0.671,1.36,0.15,4,0,0,1,570,500,6139.035356833905,2.093451418076436
1112,570,569,9000,2.64067,5.59,0.15,4,0,0,1,570,569,2089.29195749919,5.698061971538242
1113,570,571,3000,3.50312,6.49,0.15,4,0,0,1,570,571,868.2900000000081,6.63695620658936
1114,570,572,5500,2.50769,5.31,0.15,4,0,0,1,570,572,2392.178280811612,5.438811822154896
1116,571,501,5500,1.12478,2.49,0.15,4,0,0,1,571,501,5528.882259670798,2.916398687249432
1117,571,570,3000,3.50312,6.49,0.15,4,0,0,1,571,570,1551.679999999993,6.699797010025778
1118,571,572,6000,3.08879,5.79,0.15,4,0,0,1,571,572,3735.94614813471,6.044098706708716
1119,571,631,2000,3.84735,6.73,0.15,4,0,0,1,571,631,2274.7895785782894,8.573367019118388
1120,571,632,2500,3.22609,7.76,0.15,4,0,0,1,571,632,2214.1803126552327,8.605261029105796
1121,571,634,2000,3.77313,6.3,0.15,4,0,0,1,571,634,786.8846285105974,6.473569352567004
1122,571,637,3500,2.14283,4.49,0.15,4,0,0,1,571,637,2224.214853180005,4.685556195803924
1124,572,569,3500,3.7185,7.9,0.15,4,0,0,1,572,569,4123.634505745191,10.332060275664327
1125,572,570,5500,2.50769,5.31,0.15,4,0,0,1,572,570,4394.233296176579,5.7348470263874765
1126,572,571,6000,3.08879,5.79,0.15,4,0,0,1,572,571,5079.6890021390645,6.359734905931398
1127,572,573,6500,2.63432,4.91,0.15,4,0,0,1,572,573,4632.240000000005,5.205342148962349
1128,572,576,8500,2.37978,4.2,0.15,4,0,0,1,572,576,3646.002613130004,4.316518346339035
1129,572,637,2500,3.62835,6.45,0.15,4,0,0,1,572,637,2236.6561870085134,7.214985792470362
1131,573,528,4000,2.39148,5.67,0.15,4,0,0,1,573,528,2275.680000000022,5.854759491200548
1132,573,531,3500,0.7446,3.42,0.15,4,0,0,1,573,531,1510.8800000000049,3.4675981488599303
1133,573,569,6000,3.05549,5.09,0.15,4,0,0,1,573,569,5883.300000000032,5.9180299417371325
1134,573,572,6500,2.63432,4.91,0.15,4,0,0,1,573,572,5806.177274197609,5.484273078747161
1135,573,577,6500,2.93815,4.91,0.15,4,0,0,1,573,577,1874.0999999999983,5.032615678701224
1137,574,531,3500,2.24957,2.95,0.15,4,0,0,1,574,531,1174.800000000003,3.0455997020307444
1138,574,532,5000,1.70909,2.23,0.15,4,0,0,1,574,532,4139.015667023305,2.455437629822724
1139,574,568,17500,2.05779,3.08,0.15,4,0,0,1,574,568,13354.607079320152,3.3189918441259287
1140,574,575,16000,2.93118,4.87,0.15,4,0,0,1,574,575,3669.3199318255506,4.989267810519438
1142,575,528,4000,1.14609,0.88,0.15,4,0,0,1,575,528,2969.5799999999945,0.9659408034628616
1143,575,530,5000,2.51509,2.74,0.15,4,0,0,1,575,530,3226.079999999987,2.911833500164107
1144,575,574,16000,2.93118,4.87,0.15,4,0,0,1,575,574,14565.69000000004,5.488970812195282
1145,575,580,4000,3.6544,6.05,0.15,4,0,0,1,575,580,961.5300000000061,6.199206107413495
1146,575,581,15000,2.62371,4.12,0.15,4,0,0,1,575,581,3461.990000000027,4.226701984407517
1148,576,572,8500,2.37978,4.2,0.15,4,0,0,1,576,572,6597.868330001715,4.5238981824577165
1149,576,577,2000,3.03349,6.38,0.15,4,0,0,1,576,577,1261.0400000000154,6.6525937869070395
1150,576,578,2000,3.44258,6.34,0.15,4,0,0,1,576,578,1370.4026131300416,6.687333109394461
1151,576,637,4000,3.25537,5.8,0.15,4,0,0,1,576,637,2224.9096758430533,6.01349251995242
1152,576,643,3000,1.65714,3.53,0.15,4,0,0,1,576,643,2356.901263183652,3.798004458656541
1154,577,530,5000,0.8184,2.81,0.15,4,0,0,1,577,530,5195.699999999968,3.334202397196482
1155,577,545,4000,1.83508,3.61,0.15,4,0,0,1,577,545,2238.3499999999985,3.736500260619168
1156,577,573,6500,2.93815,4.91,0.15,4,0,0,1,577,573,5773.973845548448,5.4861096576305615
1157,577,576,2000,3.03349,6.38,0.15,4,0,0,1,577,576,1842.3465713508704,7.190431709388347
1158,577,578,8000,2.51213,4.63,0.15,4,0,0,1,577,578,2732.4199999999983,4.7399367301512045
1160,578,507,1500,5.15657,8.09,0.15,4,0,0,1,578,507,145.94494660741475,8.296371550432397
1161,578,524,5500,2.74568,4.67,0.15,4,0,0,1,578,524,1492.822613130047,4.783629008191149
1162,578,576,2000,3.44258,6.34,0.15,4,0,0,1,578,576,2366.1036773586675,8.340629253038731
1163,578,577,8000,2.51213,4.63,0.15,4,0,0,1,578,577,4947.21999999995,4.83205326918665
1164,578,579,2000,3.51902,7.28,0.15,4,0,0,1,578,579,947.2500000000144,7.475709966792971
1165,578,580,2500,3.05061,6.38,0.15,4,0,0,1,578,580,1165.9199999999837,6.547296111341007
1166,578,643,12000,2.3188,3.79,0.15,4,0,0,1,578,643,5900.194790064044,3.9159774509316425
1167,578,645,6000,3.14904,5.85,0.15,4,0,0,1,578,645,1382.695053392585,5.978436443609781
1169,579,578,2000,3.51902,7.28,0.15,4,0,0,1,579,578,1626.2300000000105,7.8981037685757105
1170,579,580,7500,2.56273,4.25,0.15,4,0,0,1,579,580,3158.527138064186,4.372561933696755
1171,579,582,1500,3.41872,5.09,0.15,4,0,0,1,579,582,1625.7300000000032,6.2802564291478165
1172,579,647,5500,2.26687,3.52,0.15,4,0,0,1,579,647,2730.209999999992,3.6427350848489986
1173,579,656,3000,3.49195,6.63,0.15,4,0,0,1,579,656,1580.7200000000012,6.8463328364669165
1175,580,545,4000,1.10476,1.5,0.15,4,0,0,1,580,545,3984.2237094151424,1.7656616796624929
1176,580,575,4000,3.6544,6.05,0.15,4,0,0,1,580,575,3211.249999999985,6.573142829975477
1177,580,578,2500,3.05061,6.38,0.15,4,0,0,1,580,578,1216.0000000000437,6.555590028236385
1178,580,579,7500,2.56273,4.25,0.15,4,0,0,1,580,579,1866.0499999999736,4.354952226853576
1179,580,581,1000,3.6544,9.79,0.15,4,0,0,1,580,581,180.62000000000265,9.937738921993494
1180,580,582,3500,3.62835,6.48,0.15,4,0,0,1,580,582,2198.1400000000067,6.776356176560066
1182,581,575,15000,2.62371,4.12,0.15,4,0,0,1,581,575,6457.310000000107,4.246172534259796
1183,581,580,1000,3.6544,9.79,0.15,4,0,0,1,581,580,130.5500000000029,9.936602561304115
1184,581,582,7500,3.66457,6.8,0.15,4,0,0,1,581,582,1589.9400000000096,6.948642851418224
1186,582,541,2500,2.91335,5.76,0.15,4,0,0,1,582,541,661.7800000000134,5.880776367232761
1187,582,579,1500,3.41872,5.09,0.15,4,0,0,1,582,579,1416.3100000000195,5.8335931199899775
1188,582,580,3500,3.62835,6.48,0.15,4,0,0,1,582,580,1954.021148611268,6.7195642472570345
1189,582,581,7500,3.66457,6.8,0.15,4,0,0,1,582,581,3419.5400000000373,6.990661205024096
1190,582,660,3500,4.07195,5.88,0.15,4,0,0,1,582,660,2434.84000000004,6.249453170066081
1192,583,540,3000,0.7421,0.56,0.15,4,0,0,1,583,540,1148.8099999999686,0.5914902884145223
1194,584,394,500,4.77245,4.97,0.15,4,0,0,1,584,394,546.1263366088024,6.221958415846347
1195,584,395,3500,3.87386,3.88,0.15,4,0,0,1,584,395,1772.8800142308828,4.073269343027988
1196,584,586,4000,4.41776,6.15,0.15,4,0,0,1,584,586,1846.800000000003,6.368628913460372
1197,584,588,2500,4.55503,6.06,0.15,4,0,0,1,584,588,2362.2224772367695,6.966782362348854
1198,584,605,1500,5.24742,8.07,0.15,4,0,0,1,584,605,474.0900000000038,8.29197613252435
1199,584,710,1000,4.70926,5.72,0.15,4,0,0,1,584,710,799.1231454731387,6.2582689366286095
1200,584,712,2000,4.70689,7.48,0.15,4,0,0,1,584,712,410.42999999998574,7.6702654908944305
1201,584,768,5000,5.97831,10.15,0.15,4,0,0,1,584,768,230.7700000000696,10.38913930867375
1202,584,808,500,6.26996,10.64,0.15,4,0,0,1,584,808,48.209999999984575,10.890936343549102
1204,585,401,6000,1.00047,1.7,0.15,4,0,0,1,585,401,7102.007048142164,2.2405827565939544
1205,585,586,3000,3.05,4.01,0.15,4,0,0,1,585,586,1098.8334475839292,4.142826251078179
1206,585,587,6000,2.928,4.63,0.15,4,0,0,1,585,587,4245.519293802143,4.921216693944793
1207,585,771,3000,3.05,3.88,0.15,4,0,0,1,585,771,1887.810261967723,4.093258081816717
1209,586,584,4000,4.41776,6.15,0.15,4,0,0,1,586,584,1102.0500000000902,6.332025746797261
1210,586,585,3000,3.05,4.01,0.15,4,0,0,1,586,585,2677.4050335788124,4.513598724977143
1211,586,588,5500,2.92864,4.44,0.15,4,0,0,1,586,588,2370.1780997544847,4.580114880693838
1212,586,772,3000,2.86765,3.83,0.15,4,0,0,1,586,772,1750.080302110975,4.011238971567297
1214,587,400,500,1.00973,0.88,0.15,4,0,0,1,587,400,1191.185772811972,5.1725717861806055
1215,587,585,6000,2.928,4.63,0.15,4,0,0,1,587,585,1737.663033404846,4.752005730385099
1216,587,588,6000,2.989,4.73,0.15,4,0,0,1,587,588,423.9399999999951,4.849577683367808
1217,587,592,6500,2.86959,5.37,0.15,4,0,0,1,587,592,3470.64608644299,5.5502552726031205
1218,587,604,3500,2.8922,4.12,0.15,4,0,0,1,587,604,3258.4019211501586,4.699919825454758
1220,588,397,3000,2.501,3.02,0.15,4,0,0,1,588,397,3936.357744779154,4.462778457812695
1221,588,584,2500,4.55503,6.06,0.15,4,0,0,1,588,584,1002.6831454730928,6.265722358452206
1222,588,586,5500,2.92864,4.44,0.15,4,0,0,1,588,586,1010.7968545271068,4.557905364501806
1223,588,587,6000,2.989,4.73,0.15,4,0,0,1,588,587,1750.512832212131,4.854700538228102
1225,589,590,4500,2.98962,4.48,0.15,4,0,0,1,589,590,2713.76902175598,4.6884661700446575
1226,589,591,5500,2.867,3.67,0.15,4,0,0,1,589,591,5381.832072349884,4.289372830413787
1227,589,594,1500,2.92864,4.18,0.15,4,0,0,1,589,594,1935.9777797495697,6.036964234527938
1228,589,775,2500,3.172,4.97,0.15,4,0,0,1,589,775,906.8950855185177,5.109789689798617
1230,590,401,6000,2.22043,1.81,0.15,4,0,0,1,590,401,5796.153343397644,2.1352590229572908
1231,590,589,4500,2.98962,4.48,0.15,4,0,0,1,590,589,4464.733564799186,5.250765330174217
1232,590,592,10000,3.05061,4.28,0.15,4,0,0,1,590,592,5173.995074055565,4.448033005659127
1233,590,776,7500,3.111,4.76,0.15,4,0,0,1,590,776,1283.4499695554696,4.8850523065909215
1235,591,441,6000,1.87122,3.19,0.15,4,0,0,1,591,441,5678.739999999962,3.64880782552668
1236,591,589,5500,2.867,3.67,0.15,4,0,0,1,591,589,3834.505761665256,3.9147401180942505
1237,591,592,5500,3.05244,4.61,0.15,4,0,0,1,591,592,2749.730978244086,4.775299440795608
1238,591,608,3500,2.9946,5.22,0.15,4,0,0,1,591,608,2699.0950862891987,5.6167091010878885
1239,591,613,5000,2.728,3.78,0.15,4,0,0,1,591,613,5272.717385729456,4.59031856355704
1241,592,587,6500,2.86959,5.37,0.15,4,0,0,1,592,587,2219.6462873335254,5.495736956156918
1242,592,590,10000,3.05061,4.28,0.15,4,0,0,1,592,590,1728.8714588565929,4.402597969233099
1243,592,591,5500,3.05244,4.61,0.15,4,0,0,1,592,591,4671.88933668464,5.092105154928883
1244,592,608,4000,2.76189,4.37,0.15,4,0,0,1,592,608,4058.890364957341,5.175439128535537
1245,592,609,2500,2.81461,5.04,0.15,4,0,0,1,592,609,2025.2700000000184,5.478191209855046
1247,593,429,6500,1.00047,2.39,0.15,4,0,0,1,593,429,543.1600000000035,2.4300362802183018
1248,593,431,4000,0.682,1.27,0.15,4,0,0,1,593,431,1348.4800000000105,1.2997405548637035
1249,593,594,6500,2.928,4.54,0.15,4,0,0,1,593,594,2171.0490217559127,4.665595634198676
1250,593,595,3500,2.92864,4.19,0.15,4,0,0,1,593,595,2583.867531563519,4.493832602851546
